hHjmr_YOqnU	freeCodeCamp.org	Azure AI Fundamentals Certification 2024 (AI-900) - Full Course to PASS the Exam	1
5abffC-K40c	freeCodeCamp.org	Microsoft Azure Fundamentals Certification Course (AZ-900) UPDATED – Pass the exam in 8 hours!	1
